abbrev,        name,                                        scalerank,        type,             location,                                   country,                        city,                           city_location,              elevation
SQQ,           Šiauliai Int'l,                              7,                mid,              POINT(23.3831885738691 55.90376945404),     Lithuania,                      Šiauliai,                       POINT(23.3167 55.9333),     
IUE,           Niue Int'l,                                  7,                mid,              POINT(-169.926129774217 -19.0767129354511), Niue,                           Alofi,                          POINT(-169.921 -19.056),    
AGT,           Guaraní Int'l,                               7,                mid,              POINT(-54.8393995296062 -25.4568570715812), Paraguay,                       Ciudad del Este,                POINT(-54.6167 -25.5167),   
AQP,           Rodríguez Ballón Int'l,                      7,                mid,              POINT(-71.5679335385285 -16.344552065352),  Peru,                           Arequipa,                       POINT(-71.5333 -16.4),      2593.0
VVO,           Vladivostok Int'l,                           7,                mid:military,     POINT(132.139841720715 43.3776492533885),   Russia,                         Vladivostok,                    POINT(131.9 43.1333),       14.0
PRN,           Pristina,                                    7,                major,            POINT(21.0302690124746 42.5850331153448),   Kosovo,                         Pristina,                       POINT(21.1622 42.6633),     546.0
ANR,           Deurne,                                      6,                mid,              POINT(4.45092277399909 51.1891285063806),   Belgium,                        Antwerp,                        POINT(4.4003 51.2178),      12.0
LAP,           Gen. Márquez de León Int'l,                  6,                mid,              POINT(-110.367197859809 24.0760903521803),  Mexico,                         Los Mochis,                     POINT(-108.9937 25.7835),   28.0
HRB,           Harbin Taiping,                              6,                major,            POINT(126.236983030863 45.6206011723245),   China,                          Harbin,                         POINT(126.6333 45.75),      139.0
TRV,           Trivandrum Int'l,                            6,                mid,              POINT(76.9189025612913 8.47650993894514),   India,                          Thiruvananthapuram,             POINT(76.9525 8.4875),      5.0
ADB,           Adnan Menderes,                              6,                major,            POINT(27.1492975952664 38.2912347645175),   Turkey,                         İzmir,                          POINT(27.14 38.42),         126.0
NKG,           Nanjing Lukou Int'l,                         6,                major,            POINT(118.866102146906 31.7353249296177),   China,                          Nanjing,                        POINT(118.7789 32.0608),    15.0
FPO,           Freeport Int'l,                              6,                mid,              POINT(-78.7039343114497 26.548246747189),   The Bahamas,                    Freeport City,                  POINT(-78.6967 26.5286),    3.0
TIP,           Tripoli Int'l,                               6,                major,            POINT(13.1442589810713 32.6691695504993),   Libya,                          Az Zāwīyah,                     POINT(12.7278 32.7522),     81.0
YQX,           Gander Int'l,                                6,                mid,              POINT(-54.5755719093578 48.9465980060736),  Canada,                         Gander,                         POINT(-54.6089 48.9569),    152.0
DOH,           Doha Int'l,                                  6,                major:military,   POINT(51.5585487876547 25.2682461310506),   Qatar,                          Doha,                           POINT(51.5333 25.2867),     11.0
ABQ,           Albuquerque Int'l,                           6,                major,            POINT(-106.6166851616 35.0491578018276),    United States,                  Albuquerque,                    POINT(-106.6465 35.1054),   1633.0
